4.571	5.681	1	4.481	5.591	1
4.269	5.601	1	4.606	5.938	1
4.263	5.787	1	4.159	5.683	1
4.435	5.638	1	4.336	5.539	1
4.338	5.321	1	4.45	5.433	1
5.003	5.811	1	4.955	5.763	1
4.276	5.526	1	4.187	5.437	1
4.778	5.898	1	4.642	5.762	1
4.545	5.629	1	4.552	5.635	1
4.131	5.252	1	4.175	5.296	1
4.382	5.448	1	4.64	5.706	1
4.96	6.247	1	4.671	5.958	1
4.688	6.057	1	4.784	6.153	1
4.452	5.427	1	4.792	5.767	1
3.824	5.152	1	3.838	5.166	1
4.486	5.941	1	4.651	6.106	1
4.136	5.426	1	4.368	5.658	1
4.131	5.49	1	4.35	5.709	1
4.317	5.747	1	4.177	5.607	1
4.607	6.066	1	4.053	5.511	1
4.29	5.411	1	4.46	5.581	1
4.479	5.693	1	4.737	5.95	1
4.442	5.421	1	4.344	5.322	1
4.909	5.965	1	4.597	5.652	1
4.476	5.503	1	4.141	5.168	1
4.143	5.391	1	4.225	5.473	1
4.187	5.588	1	4.056	5.456	1
4.831	5.767	1	4.926	5.863	1
4.486	5.829	1	4.181	5.524	1
4.249	5.254	1	4.544	5.549	1
4.294	5.819	1	4.341	5.867	1
4.708	6.205	1	4.522	6.019	1
4.589	5.275	1	4.672	5.357	1
4.531	5.646	1	4.582	5.696	1
4.334	5.97	1	4.207	5.842	1
4.516	5.808	1	4.668	5.959	1
4.548	5.601	1	4.451	5.504	1
4.557	5.939	1	4.539	5.921	1
4.052	5.521	1	4.111	5.58	1
4.791	5.953	1	4.864	6.025	1
4.278	5.689	1	4.504	5.915	1
4.256	5.468	1	4.603	5.816	1
4.054	5.242	1	4.325	5.513	1
4.443	5.53	1	4.2	5.286	1
4.671	5.928	1	4.963	6.221	1
4.862	6.003	1	4.659	5.8	1
4.894	6.254	1	4.701	6.061	1
4.886	6.008	1	4.924	6.046	1
4.213	5.592	1	4.625	6.004	1
4.956	6.015	1	4.503	5.563	1
4.866	5.853	1	4.688	5.674	1
4.255	5.273	1	4.052	5.071	1
4.266	5.275	1	4.555	5.564	1
4.402	5.352	1	4.53	5.48	1
4.673	5.653	1	4.748	5.728	1
4.4	5.819	1	4.289	5.708	1
5.102	6.399	0	5.117	6.415	0
4.247	5.335	1	4.305	5.393	1
4.288	5.687	1	4.548	5.947	1
4.552	5.694	1	4.351	5.493	1
4.659	5.75	1	4.629	5.72	1
4.436	5.349	1	4.223	5.135	1
4.04	5.13	1	3.953	5.044	1
4.586	5.995	1	4.339	5.749	1
4.448	5.902	1	4.697	6.15	1
4.903	5.554	1	5.072	5.724	0
4.284	5.594	1	4.393	5.703	1
4.309	5.474	1	4.368	5.533	1
4.273	5.537	1	4.137	5.401	1
4.204	5.334	1	4.167	5.296	1
4.781	6	1	4.355	5.574	1
5.012	6.277	1	4.941	6.207	1
4.358	5.647	1	4.069	5.357	1
4.533	5.464	1	4.451	5.381	1
4.444	5.479	1	4.695	5.73	1
4.523	5.79	1	4.399	5.665	1
4.368	5.45	1	4.317	5.399	1
4.814	5.969	1	4.485	5.64	1
4.442	5.094	1	4.578	5.23	1
4.441	5.544	1	4.55	5.654	1
4.608	5.705	1	4.271	5.369	1
4.178	5.161	1	4.465	5.448	1
4.451	5.865	1	4.457	5.872	1
4.277	5.205	1	4.318	5.246	1
4.337	5.953	1	4.283	5.9	1
4.286	5.421	1	4.32	5.455	1
4.352	5.57	1	4.695	5.913	1
4.392	5.466	1	4.39	5.464	1
4.47	5.461	1	4.784	5.775	1
4.287	5.211	1	4.373	5.298	1
4.733	5.685	1	4.929	5.88	1
4.257	5.15	1	4.157	5.05	1
4.543	5.809	1	4.472	5.737	1
4.158	5.545	1	4.323	5.71	1
4.144	5.526	1	4.408	5.79	1
5.006	6.145	1	4.605	5.744	1
4.247	5.706	1	4.45	5.91	1
4.219	5.642	1	4.563	5.986	1
4.73	5.805	1	4.613	5.688	1
4.586	5.833	1	4.466	5.713	1
4.809	5.648	1	4.773	5.612	1
4.367	5.613	1	4.464	5.711	1
4.49	5.293	1	4.282	5.085	1
4.197	5.663	1	4.001	5.467	1
4.675	5.69	1	4.375	5.39	1
4.553	5.458	1	4.357	5.263	1
4.547	5.653	1	4.3	5.406	1
5.024	5.9	1	5.028	5.905	1
4.76	5.921	1	4.301	5.462	1
3.931	5.193	1	4.144	5.406	1
4.509	6.114	1	4.39	5.994	1
4.427	5.641	1	4.288	5.503	1
4.881	6.197	1	4.724	6.04	1
4.127	5.401	1	4.243	5.517	1
4.302	5.188	1	4.281	5.167	1
4.238	5.155	1	3.986	4.904	0
4.557	5.639	1	4.58	5.662	1
4.747	5.742	1	4.598	5.593	1
4.963	6.326	1	4.548	5.911	1
4.157	5.407	1	4.245	5.495	1
4.275	5.486	1	4.27	5.481	1
3.843	4.803	0	3.777	4.737	0
3.988	5.106	1	4.251	5.369	1
4.373	5.386	1	4.192	5.205	1
4.705	5.723	1	4.98	5.999	1
4.248	5.509	1	3.886	5.147	1
4.849	6.175	1	4.786	6.112	1
4.978	6.309	1	4.805	6.135	1
4.321	5.536	1	4.286	5.5	1
4.257	5.566	1	4.37	5.679	1
4.112	5.147	1	4.097	5.132	1
4.459	5.815	1	4.44	5.796	1
4.15	5.043	1	4.299	5.193	1
4.757	6.235	1	4.531	6.009	1
4.906	6.346	1	4.692	6.132	1
4.355	5.62	1	4.26	5.526	1
4.305	5.423	1	4.388	5.506	1
4.099	4.925	0	4.365	5.192	1
5.118	5.784	0	4.568	5.235	1
4.831	5.959	1	4.475	5.603	1
4.079	5.451	1	4.031	5.403	1
4.514	5.518	1	4.726	5.729	1
4.207	5.35	1	3.929	5.072	1
4.119	5.465	1	4.14	5.486	1
4.814	6.067	1	4.448	5.701	1
4.22	5.307	1	4.167	5.253	1
4.034	5.061	1	4.293	5.32	1
4.491	5.605	1	4.487	5.6	1
4.618	5.813	1	4.522	5.718	1
4.394	5.817	1	4.292	5.716	1
4.036	5.249	1	4.157	5.37	1
4.304	5.608	1	4.386	5.689	1
4.459	5.951	1	4.489	5.981	1
4.76	6.212	1	4.386	5.838	1
4.545	5.425	1	4.366	5.245	1
4.435	5.621	1	4.422	5.608	1
4.264	5.588	1	4.29	5.614	1
4.448	5.574	1	4.578	5.705	1
4.065	5.325	1	4.1	5.359	1
3.756	5.328	1	4.035	5.607	1
4.566	5.884	1	4.197	5.515	1
4.253	5.411	1	4.34	5.498	1
4.241	5.155	1	4.395	5.31	1
4.59	5.602	1	4.503	5.515	1
4.27	5.684	1	4.328	5.742	1
4.719	5.785	1	4.467	5.533	1
4.763	5.533	1	4.588	5.357	1
4.519	5.845	1	4.699	6.025	1
4.362	5.738	1	4.61	5.987	1
4.225	5.525	1	3.841	5.14	1
4.123	4.915	0	4.532	5.324	1
4.72	5.819	1	4.442	5.54	1
4.389	5.549	1	4.763	5.923	1
4.516	5.782	1	4.392	5.658	1
4.458	5.742	1	4.512	5.796	1
4.52	5.362	1	4.618	5.46	1
4.493	5.577	1	4.415	5.499	1
4.28	5.66	1	4.145	5.526	1
3.984	5.208	1	4.187	5.411	1
4.588	5.583	1	4.437	5.432	1
4.324	5.767	1	4.378	5.821	1
4.265	5.943	1	4.507	6.185	1
4.239	5.475	1	4.777	6.012	1
5.069	6.163	0	4.908	6.001	1
5.105	6.126	0	4.79	5.812	1
4.413	5.361	1	4.34	5.289	1
4.689	5.871	1	5.128	6.31	0
4.708	5.722	1	4.407	5.422	1
4.817	5.92	1	4.678	5.781	1
4.546	5.651	1	4.527	5.632	1
4.379	5.653	1	4.292	5.566	1
4.323	5.321	1	4.26	5.258	1
4.46	5.753	1	4.37	5.662	1
4.23	5.529	1	4.19	5.49	1
5.309	6.246	0	4.962	5.9	1
4.439	5.574	1	4.327	5.462	1
4.078	5.408	1	3.731	5.062	1
4.362	5.684	1	4.198	5.52	1
4.474	5.214	1	4.581	5.321	1
5.026	6.265	1	4.623	5.863	1
4.171	5.34	1	4.451	5.62	1
4.667	6.077	1	4.443	5.852	1
4.006	5.285	1	4.131	5.411	1
4.441	5.674	1	4.588	5.821	1
4.357	5.407	1	4.356	5.406	1
4.547	5.37	1	4.152	4.975	0
4.486	5.818	1	4.661	5.993	1
4.928	6.103	1	5.193	6.368	0
4.238	5.33	1	4.208	5.3	1
4.71	5.923	1	4.729	5.942	1
4.052	5.558	1	4.35	5.855	1
4.756	6.158	1	4.685	6.086	1
4.394	5.716	1	4.513	5.835	1
3.996	5.382	1	4.046	5.432	1
4.499	5.873	1	4.421	5.794	1
4.704	5.629	1	4.397	5.322	1
4.8	6.01	1	4.644	5.854	1
4.663	5.747	1	4.528	5.612	1
4.627	5.659	1	4.554	5.586	1
4.559	5.572	1	4.504	5.517	1
4.484	5.677	1	4.561	5.753	1
4.439	6.2	1	4.256	6.017	1
5.229	6.706	0	4.374	5.851	1
4.669	5.789	1	4.55	5.671	1
4.359	5.429	1	4.717	5.788	1
4.624	5.879	1	4.293	5.548	1
4.584	5.876	1	4.516	5.809	1
4.092	5.243	1	4.475	5.626	1
4.66	5.612	1	4.3	5.252	1
4.587	5.555	1	4.433	5.402	1
3.611	4.885	0	3.86	5.134	1
4.278	5.659	1	4.278	5.659	1
4.99	6.031	1	4.76	5.8	1
4.45	5.417	1	4.429	5.396	1
4.492	5.556	1	4.085	5.149	1
4.553	5.691	1	4.557	5.695	1
4.474	5.819	1	4.584	5.93	1
4.394	5.748	1	4.324	5.678	1
4.685	6.002	1	4.387	5.703	1
4.276	5.596	1	3.934	5.253	1
4.827	6.154	1	4.565	5.892	1
4.122	5.325	1	4.202	5.405	1
3.796	5.018	0	3.887	5.11	1
4.416	5.561	1	4.045	5.19	1
4.34	5.621	1	4.738	6.019	1
4.436	5.621	1	4.617	5.801	1
4.287	5.316	1	4.767	5.796	1
4.465	5.523	1	4.257	5.315	1
4.885	6.291	1	4.47	5.876	1
4.411	5.706	1	4.519	5.814	1
4.646	5.45	1	4.829	5.633	1
4.548	5.062	1	4.387	4.9	0
5.134	6.022	0	4.675	5.563	1
4.435	5.45	1	4.634	5.65	1
4.835	5.931	1	4.592	5.687	1
3.864	5.025	0	4.261	5.422	1
4.331	5.041	1	4.5	5.209	1
4.663	5.897	1	4.863	6.097	1
4.308	5.148	1	4.394	5.233	1
4.392	5.158	1	4.491	5.257	1
4.516	5.501	1	4.662	5.648	1
4.358	5.533	1	4.392	5.567	1
3.956	5.012	0	4.36	5.416	1
4.536	5.647	1	4.342	5.453	1
4.499	5.887	1	4.376	5.764	1
4.146	5.574	1	4.27	5.697	1
4.655	5.651	1	4.137	5.132	1
4.627	5.505	1	4.314	5.191	1
4.58	5.843	1	4.518	5.781	1
4.267	5.402	1	4.112	5.247	1
4.578	5.648	1	4.512	5.581	1
3.924	5.168	1	4.038	5.282	1
4.594	5.535	1	4.599	5.539	1
5.081	5.874	0	4.962	5.756	1
5.144	6.302	0	5.118	6.276	0
4.554	5.79	1	4.441	5.676	1
4.997	5.853	1	5.304	6.161	0
4.256	5.478	1	4.551	5.773	1
4.228	5.486	1	4.16	5.418	1
4.038	5.091	1	4.022	5.075	1
4.442	5.519	1	4.369	5.446	1
4.399	5.541	1	4.616	5.759	1
4.236	5.891	1	4.661	6.316	1
4.517	5.587	1	4.392	5.463	1
4.276	5.068	1	4.361	5.153	1
4.175	5.536	1	3.956	5.317	1
4.711	5.205	1	4.807	5.301	1
4.638	5.512	1	4.563	5.437	1
4.115	5.459	1	4.583	5.927	1
4.216	5.14	1	4.066	4.99	0
4.898	6.195	1	4.596	5.893	1
4.631	5.64	1	4.914	5.922	1
4.324	5.447	1	4.216	5.339	1
4.458	5.621	1	4.466	5.629	1
4.479	5.611	1	4.485	5.617	1
5.012	5.959	1	4.809	5.756	1
4.441	5.547	1	4.403	5.51	1
4.01	5.001	0	4.033	5.023	0
4.588	6.052	1	4.53	5.994	1
4.758	6.054	1	4.274	5.571	1
4.719	5.78	1	4.299	5.361	1
3.999	5.247	1	4.574	5.821	1
5.462	6.005	0	4.794	5.337	1
4.923	5.874	1	4.592	5.543	1
4.06	5.773	1	4.158	5.871	1
4.529	5.627	1	4.36	5.457	1
4.999	5.767	1	4.575	5.343	1
4.937	6.019	1	4.601	5.682	1
4.698	5.862	1	4.528	5.692	1
5.067	6.006	0	4.889	5.828	1
4.518	5.556	1	4.426	5.464	1
4.917	5.985	1	4.524	5.592	1
4.234	5.522	1	4.132	5.421	1
4.307	5.612	1	4.175	5.48	1
4.748	5.901	1	4.711	5.864	1
4.792	6.137	1	4.698	6.043	1
4.926	6.176	1	4.802	6.052	1
4.237	5.592	1	4.343	5.699	1
4.357	5.328	1	4.423	5.394	1
4.56	5.836	1	4.246	5.522	1
4.46	5.623	1	4.466	5.628	1
4.298	5.631	1	4.481	5.814	1
3.988	5.416	1	4.059	5.486	1
4.449	5.754	1	4.753	6.058	1
4.841	5.951	1	4.832	5.943	1
4.441	5.593	1	4.258	5.409	1
4.605	5.83	1	4.299	5.524	1
5.052	6.617	0	4.582	6.147	1
4.3	5.6	1	4.095	5.396	1
4.207	5.429	1	4.259	5.481	1
4.509	5.385	1	4.72	5.596	1
4.43	5.674	1	4.612	5.855	1
4.312	5.672	1	4.412	5.772	1
4.502	5.584	1	4.654	5.737	1
3.852	5.153	1	3.846	5.147	1
4.707	5.814	1	4.424	5.531	1
4.425	5.508	1	4.213	5.296	1
4.293	5.587	1	3.994	5.287	1
5.092	5.765	0	4.817	5.49	1
4.915	6.053	1	4.362	5.5	1
4.376	5.553	1	4.444	5.621	1
4.31	5.432	1	4.308	5.43	1
4.939	5.764	1	4.734	5.558	1
3.849	5.249	1	4.123	5.524	1
4.434	5.637	1	4.204	5.407	1
4.767	5.871	1	4.746	5.85	1
4.062	5.247	1	4.365	5.55	1
4.973	5.831	1	4.76	5.619	1
4.809	5.789	1	4.829	5.809	1
4.682	5.954	1	4.838	6.11	1
4.651	5.721	1	4.435	5.505	1
4.209	5.739	1	4.103	5.633	1
4.355	5.588	1	4.551	5.785	1
4.568	5.894	1	4.708	6.033	1
4.618	5.937	1	4.53	5.849	1
3.875	5.175	1	3.772	5.072	1
4.462	5.649	1	4.497	5.684	1
4.226	5.166	1	4.472	5.413	1
4.613	5.418	1	4.66	5.464	1
4.156	5.716	1	4.011	5.571	1
4.459	5.676	1	4.499	5.716	1
4.58	5.624	1	4.763	5.806	1
4.28	5.181	1	4.622	5.523	1
4.775	5.828	1	4.683	5.736	1
4.474	5.611	1	4.556	5.693	1
4.725	5.949	1	4.484	5.709	1
4.3	5.66	1	4.221	5.581	1
4.314	5.739	1	4.364	5.788	1
4.794	5.846	1	4.623	5.674	1
4.815	5.91	1	4.487	5.582	1
4.608	5.215	1	4.442	5.048	1
4.532	5.471	1	4.369	5.307	1
4.689	5.802	1	4.704	5.817	1
4.604	5.675	1	4.741	5.811	1
4.156	5.31	1	4.082	5.236	1
4.775	6.154	1	4.915	6.294	1
4.862	5.844	1	4.862	5.844	1
4.814	5.752	1	4.86	5.798	1
4.193	4.935	0	4.234	4.976	0
4.689	5.935	1	4.726	5.972	1
4.385	5.638	1	4.173	5.425	1
4.794	5.986	1	4.896	6.088	1
4.351	5.608	1	4.387	5.643	1
4.224	5.362	1	4.324	5.463	1
3.997	4.918	0	4.238	5.159	1
4.4	5.744	1	4.362	5.707	1
4.442	5.268	1	4.334	5.16	1
4.308	5.803	1	4.364	5.86	1
4.503	5.681	1	4.025	5.202	1
4.118	5.239	1	4.027	5.148	1
4.043	5.233	1	4.192	5.382	1
4.062	5.202	1	4.19	5.33	1
4.432	5.606	1	4.326	5.5	1
4.803	5.43	1	4.902	5.529	1
4.487	5.565	1	4.237	5.316	1
4.382	5.388	1	4.585	5.592	1
4.812	5.688	1	4.895	5.77	1
4.818	5.917	1	4.811	5.91	1
4.258	5.35	1	4.48	5.572	1
4.397	5.351	1	4.187	5.141	1
4.792	5.587	1	4.541	5.336	1
4.672	5.528	1	4.867	5.723	1
5.165	6.204	0	4.997	6.037	1
4.523	5.798	1	4.345	5.619	1
4.567	5.733	1	4.402	5.568	1
4.733	5.652	1	4.916	5.835	1
4.604	5.79	1	4.335	5.521	1
3.887	5.504	1	4.484	6.101	1
4.557	5.559	1	4.457	5.459	1
4.595	6.092	1	4.456	5.953	1
4.205	5.491	1	4.184	5.47	1
4.354	5.666	1	4.658	5.97	1
4.636	5.732	1	4.324	5.42	1
4.466	5.577	1	4.724	5.836	1
4.83	5.768	1	4.721	5.659	1
4.585	5.73	1	4.584	5.729	1
4.363	5.713	1	4.619	5.969	1
4.707	5.695	1	4.57	5.558	1
3.974	5.186	1	4.036	5.248	1
3.971	5.305	1	4.45	5.784	1
4.631	5.794	1	4.963	6.126	1
4.396	5.84	1	4.313	5.757	1
4.92	5.646	1	4.449	5.175	1
4.527	5.479	1	4.438	5.39	1
4.192	5.284	1	4.193	5.285	1
4.83	6.171	1	4.26	5.601	1
5.103	6.232	0	4.876	6.005	1
4.649	5.824	1	4.562	5.736	1
4.168	5.297	1	4.047	5.176	1
4.533	5.721	1	4.748	5.936	1
4.402	5.405	1	4.476	5.479	1
4.662	5.654	1	4.568	5.56	1
4.266	5.53	1	4.383	5.646	1
4.38	5.356	1	4.486	5.462	1
4.462	5.138	1	4.745	5.421	1
4.604	5.658	1	4.74	5.794	1
4.126	5.487	1	4.162	5.522	1
4.752	5.961	1	5.003	6.212	1
4.315	5.388	1	4.284	5.357	1
4.208	5.369	1	4.099	5.26	1
4.059	5.069	1	4.115	5.125	1
5.338	6.208	0	5.124	5.994	0
4.87	5.673	1	4.392	5.195	1
4.779	6.022	1	4.484	5.727	1
4.292	5.361	1	4.139	5.209	1
4.694	6.022	1	4.555	5.884	1
5.055	6.01	0	4.58	5.535	1
5.243	6.763	0	4.563	6.083	1
4.542	5.649	1	4.215	5.322	1
4.827	6.056	1	4.742	5.971	1
5.102	6.381	0	4.819	6.098	1
4.949	5.941	1	4.677	5.669	1
4.672	5.578	1	4.537	5.442	1
4.144	5.462	1	4.228	5.546	1
4.958	6.086	1	4.712	5.84	1
4.511	5.659	1	4.683	5.831	1
4.185	5.101	1	4.609	5.525	1
4.57	5.367	1	4.373	5.17	1
4.588	5.694	1	4.568	5.675	1
4.338	5.547	1	4.459	5.668	1
4.837	5.791	1	4.714	5.668	1
4.024	5.197	1	4.394	5.566	1
4.607	6.078	1	4.494	5.965	1
4.466	5.838	1	4.306	5.678	1
4.561	5.489	1	4.461	5.389	1
3.982	4.896	0	4.42	5.334	1
4.252	5.258	1	4.501	5.507	1
4.2	5.685	1	4.277	5.761	1
4.773	5.862	1	4.732	5.821	1
4.848	6.043	1	4.164	5.358	1
4.78	5.758	1	4.637	5.615	1
4.254	5.364	1	4.333	5.443	1
4.175	5.295	1	4.183	5.303	1
4.523	5.928	1	4.534	5.939	1
4.649	6.396	1	4.066	5.813	1
4.475	5.674	1	4.759	5.958	1
4.436	5.433	1	4.499	5.496	1
4.762	5.538	1	4.785	5.562	1
4.559	5.863	1	4.65	5.954	1
4.829	6.052	1	4.428	5.651	1
4.417	5.306	1	4.604	5.493	1
4.242	5.669	1	4.487	5.914	1
4.431	5.477	1	4.542	5.588	1
4.625	5.655	1	4.629	5.659	1
5.09	6.253	0	5.136	6.299	0
4.434	5.824	1	4.364	5.755	1
4.628	5.626	1	4.646	5.644	1
4.005	5.153	1	4.245	5.393	1
4.101	5.002	0	4.353	5.254	1
4.818	5.968	1	5.112	6.262	0
4.3	5.529	1	4.054	5.283	1
4.716	5.872	1	4.367	5.523	1
4.207	4.821	0	4.213	4.827	0
4.401	5.732	1	4.553	5.885	1
4.846	6.287	1	4.631	6.072	1
4.384	5.285	1	4.539	5.44	1
4.332	5.997	1	4.044	5.71	1
4.94	5.498	1	4.856	5.414	1
4.07	5.489	1	4.263	5.682	1
4.046	5.444	1	4.242	5.641	1
4.524	5.597	1	4.619	5.692	1
4.512	6.08	1	4.142	5.711	1
5.036	6.221	1	4.806	5.99	1
4.362	5.497	1	4.419	5.554	1
4.829	5.838	1	4.574	5.584	1
4.383	5.301	1	4.496	5.414	1
4.84	6.033	1	4.503	5.696	1
4.7	5.814	1	4.764	5.878	1
4.571	5.6	1	4.587	5.615	1
4.345	5.692	1	4.445	5.791	1
4.231	5.552	1	4.163	5.485	1
4.392	5.445	1	4.554	5.607	1
3.967	5.246	1	4.158	5.437	1
4.59	5.769	1	4.672	5.851	1
4.006	5.125	1	4.195	5.314	1
3.898	5.152	1	4.479	5.733	1
4.724	5.768	1	4.763	5.807	1
4.848	5.927	1	4.723	5.803	1
4.32	5.749	1	3.936	5.365	1
4.228	5.41	1	4.143	5.324	1
4.589	5.448	1	4.606	5.464	1
4.387	5.667	1	4.341	5.621	1
4.146	5.331	1	4.46	5.645	1
5.019	6.543	1	4.655	6.179	1
4.365	5.563	1	4.278	5.476	1
4.138	5.578	1	4.176	5.615	1
4.434	5.658	1	3.994	5.218	1
4.581	5.534	1	4.268	5.221	1
3.943	5.293	1	3.904	5.254	1
4.839	6.225	1	4.228	5.614	1
4.182	5.692	1	4.398	5.909	1
4.158	5.267	1	3.838	4.947	0
4.553	5.927	1	4.503	5.877	1
4.433	5.663	1	4.402	5.631	1
4.623	5.933	1	4.395	5.705	1
4.583	5.889	1	4.361	5.666	1
4.411	5.575	1	4.86	6.024	1
4.53	5.195	1	4.639	5.304	1
4.58	5.579	1	4.196	5.194	1
4.553	5.821	1	4.709	5.976	1
4.228	5.227	1	4.417	5.416	1
4.585	5.493	1	4.476	5.384	1
4.543	5.6	1	4.498	5.556	1
4.24	5.426	1	4.182	5.368	1
4.551	5.615	1	4.501	5.565	1
4.088	5.117	1	4.099	5.128	1
4.736	5.992	1	4.734	5.99	1
4.819	6.058	1	4.39	5.63	1
4.709	5.763	1	4.487	5.541	1
4.28	5.419	1	4.146	5.286	1
4.367	5.601	1	4.388	5.622	1
4.58	5.756	1	4.561	5.737	1
4.944	5.892	1	4.96	5.908	1
5.081	5.944	0	4.694	5.557	1
4.561	5.585	1	4.464	5.487	1
4.079	5.715	1	4.269	5.906	1
4.029	4.736	0	4.111	4.817	0
4.733	5.932	1	4.483	5.682	1
4.172	5.446	1	4.113	5.387	1
4.671	5.984	1	4.433	5.746	1
4.018	4.971	0	4.044	4.996	0
4.593	5.751	1	4.968	6.126	1
4.729	5.715	1	4.482	5.468	1
4.383	5.403	1	4.441	5.461	1
4.239	5.414	1	4.245	5.421	1
4.078	5.647	1	4.168	5.737	1
4.42	5.409	1	4.515	5.504	1
4.286	5.37	1	4.259	5.343	1
4.83	5.808	1	4.642	5.62	1
4.626	5.573	1	4.341	5.288	1
4.343	5.717	1	4.535	5.909	1
4.474	5.815	1	4.385	5.726	1
4.238	5.525	1	4.322	5.61	1
4.799	6.022	1	4.517	5.739	1
4.707	5.972	1	4.548	5.813	1
4.512	6.124	1	4.414	6.026	1
4.728	6.001	1	4.609	5.883	1
4.762	6.109	1	4.428	5.775	1
4.169	5.397	1	4.413	5.64	1
5.402	6.217	0	5.149	5.965	0
4.635	5.878	1	4.681	5.924	1
4.728	5.775	1	4.692	5.739	1
3.95	5.082	1	4.242	5.375	1
4.638	5.904	1	4.711	5.977	1
4.683	5.812	1	4.16	5.289	1
4.202	5.667	1	4.563	6.028	1
4.521	5.754	1	4.436	5.669	1
4.038	5.406	1	4.599	5.967	1
4.834	5.742	1	4.656	5.564	1
4.108	5.655	1	4.178	5.724	1
5.015	6.681	1	4.702	6.368	1
4.723	5.745	1	5.055	6.077	0
4.311	5.567	1	4.53	5.786	1
4.874	5.829	1	4.97	5.925	1
4.721	5.472	1	4.878	5.629	1
5.117	6.402	0	4.661	5.946	1
4.096	5.23	1	4.138	5.272	1
4.698	5.994	1	4.369	5.665	1
4.434	5.212	1	4.616	5.394	1
4.515	5.575	1	4.271	5.331	1
4.439	5.79	1	4.534	5.885	1
4.403	5.552	1	4.664	5.812	1
4.467	5.762	1	4.387	5.682	1
4.147	5.695	1	4.311	5.859	1
4.383	5.435	1	4.463	5.516	1
4.703	5.932	1	4.189	5.418	1
4.028	5.484	1	4.034	5.491	1
4.396	6.071	1	4.404	6.078	1
4.474	5.688	1	4.3	5.514	1
4.53	5.5	1	4.358	5.328	1
4.626	5.566	1	4.444	5.385	1
4.609	6.147	1	4.106	5.644	1
4.807	6.113	1	4.703	6.009	1
4.234	5.311	1	4.326	5.403	1
3.948	5.226	1	3.744	5.022	0
4.995	5.862	1	4.896	5.763	1
4.476	5.351	1	4.503	5.378	1
3.941	4.783	0	4.066	4.908	0
4.116	5.255	1	4.331	5.47	1
4.802	6.03	1	4.694	5.923	1
4.314	5.495	1	4.334	5.515	1
4.506	5.599	1	4.429	5.521	1
4.455	5.733	1	4.6	5.877	1
5.156	6.349	0	4.895	6.087	1
4.808	6.046	1	4.492	5.73	1
4.741	5.624	1	4.826	5.709	1
4.322	5.515	1	4.216	5.408	1
4.535	5.671	1	4.642	5.777	1
4.299	5.784	1	4.237	5.722	1
5.124	6.13	0	4.694	5.7	1
4.761	5.958	1	4.462	5.659	1
4.346	5.494	1	4.411	5.559	1
4.558	5.742	1	4.198	5.382	1
